Subject,Start Time,End Time,Description
[Short-Form Video] Office Hours,2023-03-08 12:00:00-05:00,2023-03-08 12:55:00-05:00,"Hi All,<br><br>You are all invited to attend <i>Short Form Video (SFV) Office Hours</i>! This is a safe space for everyone and anyone to share any observations that they've noticed on the platforms, ask questions, and even brainstorm - so come join the party at the Zoom link below and let's talk about all things short-form video related.<br><br><i>Join Zoom Meeting: </i><a href=""https://vaynerx.zoom.us/j/8491633269""><u><u><u><b>https://vaynerx.zoom.us/j/8491633269</b></u></u></u></a><br>__<span>___________________________</span><span>___________________________</span><br><b><i>AGENDA:</i></b><br><ul><li><i>:30 minutes</i> | All Things SFV: observations, Q&amp;A, brainstorming, etc..<ul><li>An open floor for anybody to ask questions, brainstorm with the group, share wins, and state any observations that are happening on the platform. </li></ul></li><li><i>:30 minutes</i> | <i>Formats</i><ul><li>Pull out your phones and get ready to share the FORMATS that you have been seeing on the platform. </li></ul></li></ul><br><b><i>MATERIALS:</i></b><br><ul><li><a href=""https://docs.google.com/document/d/1Jz4UbTVaiSpoScrBovwtr0SCif0YB9Ffhy6yyGrdwWs/edit?pli=1"">TikTok Trends doc</a></li><li><a href=""https://drive.google.com/drive/folders/1rHh9kahxtPhFXCs8Xy1DxGv9ocEal6Ra?usp=share_link"">Archive of past office hours recordings</a></li><li><a href=""https://drive.google.com/drive/folders/1lI7K_pWUWOyaICI4L_U59q20kQB2c_mr?usp=share_link"">TikTok Drive</a></li></ul><br>If there are any questions/topics that were not discussed during office hours, submit a ticket to Partnerships [<a href=""https://docs.google.com/forms/d/e/1FAIpQLSfWUhFZgXBzSk-X5ZvQhlfDXVZK07RBukK6xifFaqqMwEFodQ/viewform"">here</a>] and we'll get back to you (:<br><br>See you soon! Love,<br>Partnerships"
[Short-Form Video] Office Hours,2023-03-15 12:00:00-04:00,2023-03-15 12:55:00-04:00,"Hi All,<br><br>You are all invited to attend <i>Short Form Video (SFV) Office Hours</i>! This is a safe space for everyone and anyone to share any observations that they've noticed on the platforms, ask questions, and even brainstorm - so come join the party at the Zoom link below and let's talk about all things short-form video related.<br><br><i>Join Zoom Meeting: </i><a href=""https://vaynerx.zoom.us/j/8491633269""><u><u><u><b>https://vaynerx.zoom.us/j/8491633269</b></u></u></u></a><br>__<span>___________________________</span><span>___________________________</span><br><b><i>AGENDA:</i></b><br><ul><li><i>:30 minutes</i> | All Things SFV: observations, Q&amp;A, brainstorming, etc..<ul><li>An open floor for anybody to ask questions, brainstorm with the group, share wins, and state any observations that are happening on the platform. </li></ul></li><li><i>:30 minutes</i> | <i>Formats</i><ul><li>Pull out your phones and get ready to share the FORMATS that you have been seeing on the platform. </li></ul></li></ul><br><b><i>MATERIALS:</i></b><br><ul><li><a href=""https://docs.google.com/document/d/1Jz4UbTVaiSpoScrBovwtr0SCif0YB9Ffhy6yyGrdwWs/edit?pli=1"">TikTok Trends doc</a></li><li><a href=""https://drive.google.com/drive/folders/1rHh9kahxtPhFXCs8Xy1DxGv9ocEal6Ra?usp=share_link"">Archive of past office hours recordings</a></li><li><a href=""https://drive.google.com/drive/folders/1lI7K_pWUWOyaICI4L_U59q20kQB2c_mr?usp=share_link"">TikTok Drive</a></li></ul><br>If there are any questions/topics that were not discussed during office hours, submit a ticket to Partnerships [<a href=""https://docs.google.com/forms/d/e/1FAIpQLSfWUhFZgXBzSk-X5ZvQhlfDXVZK07RBukK6xifFaqqMwEFodQ/viewform"">here</a>] and we'll get back to you (:<br><br>See you soon! Love,<br>Partnerships"
[Short-Form Video] Office Hours,2023-03-22 12:00:00-04:00,2023-03-22 12:55:00-04:00,"Hi All,<br><br>You are all invited to attend <i>Short Form Video (SFV) Office Hours</i>! This is a safe space for everyone and anyone to share any observations that they've noticed on the platforms, ask questions, and even brainstorm - so come join the party at the Zoom link below and let's talk about all things short-form video related.<br><br><i>Join Zoom Meeting: </i><a href=""https://vaynerx.zoom.us/j/8491633269""><u><u><u><b>https://vaynerx.zoom.us/j/8491633269</b></u></u></u></a><br>__<span>___________________________</span><span>___________________________</span><br><b><i>AGENDA:</i></b><br><ul><li><i>:30 minutes</i> | All Things SFV: observations, Q&amp;A, brainstorming, etc..<ul><li>An open floor for anybody to ask questions, brainstorm with the group, share wins, and state any observations that are happening on the platform. </li></ul></li><li><i>:30 minutes</i> | <i>Formats</i><ul><li>Pull out your phones and get ready to share the FORMATS that you have been seeing on the platform. </li></ul></li></ul><br><b><i>MATERIALS:</i></b><br><ul><li><a href=""https://docs.google.com/document/d/1Jz4UbTVaiSpoScrBovwtr0SCif0YB9Ffhy6yyGrdwWs/edit?pli=1"">TikTok Trends doc</a></li><li><a href=""https://drive.google.com/drive/folders/1rHh9kahxtPhFXCs8Xy1DxGv9ocEal6Ra?usp=share_link"">Archive of past office hours recordings</a></li><li><a href=""https://drive.google.com/drive/folders/1lI7K_pWUWOyaICI4L_U59q20kQB2c_mr?usp=share_link"">TikTok Drive</a></li></ul><br>If there are any questions/topics that were not discussed during office hours, submit a ticket to Partnerships [<a href=""https://docs.google.com/forms/d/e/1FAIpQLSfWUhFZgXBzSk-X5ZvQhlfDXVZK07RBukK6xifFaqqMwEFodQ/viewform"">here</a>] and we'll get back to you (:<br><br>See you soon! Love,<br>Partnerships"
[Short-Form Video] Office Hours,2023-03-29 12:00:00-04:00,2023-03-29 12:55:00-04:00,"Hi All,<br><br>You are all invited to attend <i>Short Form Video (SFV) Office Hours</i>! This is a safe space for everyone and anyone to share any observations that they've noticed on the platforms, ask questions, and even brainstorm - so come join the party at the Zoom link below and let's talk about all things short-form video related.<br><br><i>Join Zoom Meeting: </i><a href=""https://vaynerx.zoom.us/j/8491633269""><u><u><u><b>https://vaynerx.zoom.us/j/8491633269</b></u></u></u></a><br>__<span>___________________________</span><span>___________________________</span><br><b><i>AGENDA:</i></b><br><ul><li><i>:30 minutes</i> | All Things SFV: observations, Q&amp;A, brainstorming, etc..<ul><li>An open floor for anybody to ask questions, brainstorm with the group, share wins, and state any observations that are happening on the platform. </li></ul></li><li><i>:30 minutes</i> | <i>Formats</i><ul><li>Pull out your phones and get ready to share the FORMATS that you have been seeing on the platform. </li></ul></li></ul><br><b><i>MATERIALS:</i></b><br><ul><li><a href=""https://docs.google.com/document/d/1Jz4UbTVaiSpoScrBovwtr0SCif0YB9Ffhy6yyGrdwWs/edit?pli=1"">TikTok Trends doc</a></li><li><a href=""https://drive.google.com/drive/folders/1rHh9kahxtPhFXCs8Xy1DxGv9ocEal6Ra?usp=share_link"">Archive of past office hours recordings</a></li><li><a href=""https://drive.google.com/drive/folders/1lI7K_pWUWOyaICI4L_U59q20kQB2c_mr?usp=share_link"">TikTok Drive</a></li></ul><br>If there are any questions/topics that were not discussed during office hours, submit a ticket to Partnerships [<a href=""https://docs.google.com/forms/d/e/1FAIpQLSfWUhFZgXBzSk-X5ZvQhlfDXVZK07RBukK6xifFaqqMwEFodQ/viewform"">here</a>] and we'll get back to you (:<br><br>See you soon! Love,<br>Partnerships"
[Short-Form Video] Office Hours,2023-04-14 13:00:00-04:00,2023-04-14 13:55:00-04:00,"Hi All,<br><br>You are all invited to attend <i>Short Form Video (SFV) Office Hours</i>! This is a safe space for everyone and anyone to share any observations that they've noticed on the platforms, ask questions, and even brainstorm - so come join the party at the Zoom link below and let's talk about all things short-form video related.<br><br><i>Join Zoom Meeting: </i><a href=""https://vaynerx.zoom.us/j/8491633269""><u><u><u><b>https://vaynerx.zoom.us/j/8491633269</b></u></u></u></a><br>__<span>___________________________</span><span>___________________________</span><br><b><i>AGENDA:</i></b><br><ul><li><i>:30 minutes</i> | All Things SFV: observations, Q&amp;A, brainstorming, etc..<ul><li>An open floor for anybody to ask questions, brainstorm with the group, share wins, and state any observations that are happening on the platform. </li></ul></li><li><i>:30 minutes</i> | <i>Formats</i><ul><li>Pull out your phones and get ready to share the FORMATS that you have been seeing on the platform. </li></ul></li></ul><br><b><i>MATERIALS:</i></b><br><ul><li><a href=""https://docs.google.com/document/d/1Jz4UbTVaiSpoScrBovwtr0SCif0YB9Ffhy6yyGrdwWs/edit?pli=1"">TikTok Trends doc</a></li><li><a href=""https://drive.google.com/drive/folders/1rHh9kahxtPhFXCs8Xy1DxGv9ocEal6Ra?usp=share_link"">Archive of past office hours recordings</a></li><li><a href=""https://drive.google.com/drive/folders/1lI7K_pWUWOyaICI4L_U59q20kQB2c_mr?usp=share_link"">TikTok Drive</a></li></ul><br>If there are any questions/topics that were not discussed during office hours, submit a ticket to Partnerships [<a href=""https://docs.google.com/forms/d/e/1FAIpQLSfWUhFZgXBzSk-X5ZvQhlfDXVZK07RBukK6xifFaqqMwEFodQ/viewform"">here</a>] and we'll get back to you (:<br><br>See you soon! Love,<br>Partnerships"
[Short-Form Video] Office Hours,2023-04-19 12:00:00-04:00,2023-04-19 12:55:00-04:00,"Hi All,<br><br>You are all invited to attend <i>Short Form Video (SFV) Office Hours</i>! This is a safe space for everyone and anyone to share any observations that they've noticed on the platforms, ask questions, and even brainstorm - so come join the party at the Zoom link below and let's talk about all things short-form video related.<br><br><i>Join Zoom Meeting: </i><a href=""https://vaynerx.zoom.us/j/8491633269""><u><u><u><b>https://vaynerx.zoom.us/j/8491633269</b></u></u></u></a><br>__<span>___________________________</span><span>___________________________</span><br><b><i>AGENDA:</i></b><br><ul><li><i>:30 minutes</i> | All Things SFV: observations, Q&amp;A, brainstorming, etc..<ul><li>An open floor for anybody to ask questions, brainstorm with the group, share wins, and state any observations that are happening on the platform. </li></ul></li><li><i>:30 minutes</i> | <i>Formats</i><ul><li>Pull out your phones and get ready to share the FORMATS that you have been seeing on the platform. </li></ul></li></ul><br><b><i>MATERIALS:</i></b><br><ul><li><a href=""https://docs.google.com/document/d/1Jz4UbTVaiSpoScrBovwtr0SCif0YB9Ffhy6yyGrdwWs/edit?pli=1"">TikTok Trends doc</a></li><li><a href=""https://drive.google.com/drive/folders/1rHh9kahxtPhFXCs8Xy1DxGv9ocEal6Ra?usp=share_link"">Archive of past office hours recordings</a></li><li><a href=""https://drive.google.com/drive/folders/1lI7K_pWUWOyaICI4L_U59q20kQB2c_mr?usp=share_link"">TikTok Drive</a></li></ul><br>If there are any questions/topics that were not discussed during office hours, submit a ticket to Partnerships [<a href=""https://docs.google.com/forms/d/e/1FAIpQLSfWUhFZgXBzSk-X5ZvQhlfDXVZK07RBukK6xifFaqqMwEFodQ/viewform"">here</a>] and we'll get back to you (:<br><br>See you soon! Love,<br>Partnerships"
[Short-Form Video] Office Hours,2023-04-28 12:00:00-04:00,2023-04-28 12:55:00-04:00,"Hi All,<br><br>You are all invited to attend <i>Short Form Video (SFV) Office Hours</i>! This is a safe space for everyone and anyone to share any observations that they've noticed on the platforms, ask questions, and even brainstorm - so come join the party at the Zoom link below and let's talk about all things short-form video related.<br><br><i>Join Zoom Meeting: </i><a href=""https://vaynerx.zoom.us/j/8491633269""><u><u><u><b>https://vaynerx.zoom.us/j/8491633269</b></u></u></u></a><br>__<span>___________________________</span><span>___________________________</span><br><b><i>AGENDA:</i></b><br><ul><li><i>:30 minutes</i> | All Things SFV: observations, Q&amp;A, brainstorming, etc..<ul><li>An open floor for anybody to ask questions, brainstorm with the group, share wins, and state any observations that are happening on the platform. </li></ul></li><li><i>:30 minutes</i> | <i>Formats</i><ul><li>Pull out your phones and get ready to share the FORMATS that you have been seeing on the platform. </li></ul></li></ul><br><b><i>MATERIALS:</i></b><br><ul><li><a href=""https://docs.google.com/document/d/1Jz4UbTVaiSpoScrBovwtr0SCif0YB9Ffhy6yyGrdwWs/edit?pli=1"">TikTok Trends doc</a></li><li><a href=""https://drive.google.com/drive/folders/1rHh9kahxtPhFXCs8Xy1DxGv9ocEal6Ra?usp=share_link"">Archive of past office hours recordings</a></li><li><a href=""https://drive.google.com/drive/folders/1lI7K_pWUWOyaICI4L_U59q20kQB2c_mr?usp=share_link"">TikTok Drive</a></li></ul><br>If there are any questions/topics that were not discussed during office hours, submit a ticket to Partnerships [<a href=""https://docs.google.com/forms/d/e/1FAIpQLSfWUhFZgXBzSk-X5ZvQhlfDXVZK07RBukK6xifFaqqMwEFodQ/viewform"">here</a>] and we'll get back to you (:<br><br>See you soon! Love,<br>Partnerships"
[Short-Form Video] Office Hours,2023-05-10 12:00:00-04:00,2023-05-10 12:55:00-04:00,"Hi All,<br><br>You are all invited to attend <i>Short Form Video (SFV) Office Hours</i>! This is a safe space for everyone and anyone to share any observations that they've noticed on the platforms, ask questions, and even brainstorm - so come join the party at the Zoom link below and let's talk about all things short-form video related.<br><br>__<span>___________________________</span><span>___________________________</span><br><b><i>AGENDA:</i></b><br><ul><li><i>:30 minutes</i> | All Things SFV: observations, Q&amp;A, brainstorming, etc..<ul><li>An open floor for anybody to ask questions, brainstorm with the group, share wins, and state any observations that are happening on the platform. </li></ul></li><li><i>:30 minutes</i> | <i>Formats</i><ul><li>Pull out your phones and get ready to share the FORMATS that you have been seeing on the platform. </li></ul></li></ul><br><b><i>MATERIALS:</i></b><br><ul><li><a href=""https://docs.google.com/document/d/1Jz4UbTVaiSpoScrBovwtr0SCif0YB9Ffhy6yyGrdwWs/edit?pli=1"">TikTok Trends doc</a></li><li><a href=""https://drive.google.com/drive/folders/1rHh9kahxtPhFXCs8Xy1DxGv9ocEal6Ra?usp=share_link"">Archive of past office hours recordings</a></li><li><a href=""https://drive.google.com/drive/folders/1lI7K_pWUWOyaICI4L_U59q20kQB2c_mr?usp=share_link"">TikTok Drive</a></li></ul><br>If there are any questions/topics that were not discussed during office hours, submit a ticket to Partnerships [<a href=""https://docs.google.com/forms/d/e/1FAIpQLSfWUhFZgXBzSk-X5ZvQhlfDXVZK07RBukK6xifFaqqMwEFodQ/viewform"">here</a>] and we'll get back to you (:<br><br>See you soon! Love,<br>Partnerships"
[Short-Form Video] Office Hours,2023-05-24 12:00:00-04:00,2023-05-24 12:55:00-04:00,"Hi All,<br><br>You are all invited to attend <i>Short Form Video (SFV) Office Hours</i>! This is a safe space for everyone and anyone to share any observations that they've noticed on the platforms, ask questions, and even brainstorm - so come join the party at the Zoom link below and let's talk about all things short-form video related.<br><br><i>Join Google Meets: </i><a href=""http://meet.google.com/kby-cffh-ykf""><b>meet.google.com/kby-cffh-ykf</b></a><br>__<span>___________________________</span><span>___________________________</span><br><b><i>AGENDA:</i></b><br><ul><li><i>:30 minutes</i> | All Things SFV: observations, Q&amp;A, brainstorming, etc..<ul><li>An open floor for anybody to ask questions, brainstorm with the group, share wins, and state any observations that are happening on the platform. </li></ul></li><li><i>:30 minutes</i> | <i>Formats</i><ul><li>Pull out your phones and get ready to share the FORMATS that you have been seeing on the platform. </li></ul></li></ul><br><b><i>MATERIALS:</i></b><br><ul><li><a href=""https://docs.google.com/document/d/1Jz4UbTVaiSpoScrBovwtr0SCif0YB9Ffhy6yyGrdwWs/edit?pli=1"">TikTok Trends doc</a></li><li><a href=""https://drive.google.com/drive/folders/1rHh9kahxtPhFXCs8Xy1DxGv9ocEal6Ra?usp=share_link"">Archive of past office hours recordings</a></li><li><a href=""https://drive.google.com/drive/folders/1lI7K_pWUWOyaICI4L_U59q20kQB2c_mr?usp=share_link"">TikTok Drive</a></li></ul><br>If there are any questions/topics that were not discussed during office hours, submit a ticket to Partnerships [<a href=""https://docs.google.com/forms/d/e/1FAIpQLSfWUhFZgXBzSk-X5ZvQhlfDXVZK07RBukK6xifFaqqMwEFodQ/viewform"">here</a>] and we'll get back to you (:<br><br>See you soon! Love,<br>Partnerships"
[Short-Form Video] Office Hours,2023-05-31 12:00:00-04:00,2023-05-31 12:55:00-04:00,"Hi All,<br><br>You are all invited to attend <i>Short Form Video (SFV) Office Hours</i>! This is a safe space for everyone and anyone to share any observations that they've noticed on the platforms, ask questions, and even brainstorm - so come join the party at the Zoom link below and let's talk about all things short-form video related.<br><br><i>Join Google Meets: </i><a href=""http://meet.google.com/kby-cffh-ykf""><b>meet.google.com/kby-cffh-ykf</b></a><br>__<span>___________________________</span><span>___________________________</span><br><b><i>AGENDA:</i></b><br><ul><li><i>:30 minutes</i> | All Things SFV: observations, Q&amp;A, brainstorming, etc..<ul><li>An open floor for anybody to ask questions, brainstorm with the group, share wins, and state any observations that are happening on the platform. </li></ul></li><li><i>:30 minutes</i> | <i>Formats</i><ul><li>Pull out your phones and get ready to share the FORMATS that you have been seeing on the platform. </li></ul></li></ul><br><b><i>MATERIALS:</i></b><br><ul><li><a href=""https://docs.google.com/document/d/1Jz4UbTVaiSpoScrBovwtr0SCif0YB9Ffhy6yyGrdwWs/edit?pli=1"">TikTok Trends doc</a></li><li><a href=""https://drive.google.com/drive/folders/1rHh9kahxtPhFXCs8Xy1DxGv9ocEal6Ra?usp=share_link"">Archive of past office hours recordings</a></li><li><a href=""https://drive.google.com/drive/folders/1lI7K_pWUWOyaICI4L_U59q20kQB2c_mr?usp=share_link"">TikTok Drive</a></li></ul><br>If there are any questions/topics that were not discussed during office hours, submit a ticket to Partnerships [<a href=""https://docs.google.com/forms/d/e/1FAIpQLSfWUhFZgXBzSk-X5ZvQhlfDXVZK07RBukK6xifFaqqMwEFodQ/viewform"">here</a>] and we'll get back to you (:<br><br>See you soon! Love,<br>Partnerships"
[Short-Form Video] Office Hours,2023-06-28 12:00:00-04:00,2023-06-28 12:55:00-04:00,"Hi All,<br><br>You are all invited to attend <i>Short Form Video (SFV) Office Hours</i>! This is a safe space for everyone and anyone to share any observations that they've noticed on the platforms, ask questions, and even brainstorm - so come join the party at the Zoom link below and let's talk about all things short-form video related.<br><br><i>Join Google Meets: </i><a href=""http://meet.google.com/kby-cffh-ykf""><b>meet.google.com/kby-cffh-ykf</b></a><br>__<span>___________________________</span><span>___________________________</span><br><b><i>AGENDA:</i></b><br><ul><li><i>:30 minutes</i> | All Things SFV: observations, Q&amp;A, brainstorming, etc..<ul><li>An open floor for anybody to ask questions, brainstorm with the group, share wins, and state any observations that are happening on the platform. </li></ul></li><li><i>:30 minutes</i> | <i>Formats</i><ul><li>Pull out your phones and get ready to share the FORMATS that you have been seeing on the platform. </li></ul></li></ul><br><b><i>MATERIALS:</i></b><br><ul><li><a href=""https://docs.google.com/document/d/1Jz4UbTVaiSpoScrBovwtr0SCif0YB9Ffhy6yyGrdwWs/edit?pli=1"">TikTok Trends doc</a></li><li><a href=""https://drive.google.com/drive/folders/1rHh9kahxtPhFXCs8Xy1DxGv9ocEal6Ra?usp=share_link"">Archive of past office hours recordings</a></li><li><a href=""https://drive.google.com/drive/folders/1lI7K_pWUWOyaICI4L_U59q20kQB2c_mr?usp=share_link"">TikTok Drive</a></li></ul><br>If there are any questions/topics that were not discussed during office hours, submit a ticket to Partnerships [<a href=""https://docs.google.com/forms/d/e/1FAIpQLSfWUhFZgXBzSk-X5ZvQhlfDXVZK07RBukK6xifFaqqMwEFodQ/viewform"">here</a>] and we'll get back to you (:<br><br>See you soon! Love,<br>Partnerships"
[Short-Form Video] Office Hours,2023-07-26 12:00:00-04:00,2023-07-26 12:55:00-04:00,"Hi All,<br><br>You are all invited to attend <i>Short Form Video (SFV) Office Hours</i>! This is a safe space for everyone and anyone to share any observations that they've noticed on the platforms, ask questions, and even brainstorm - so come join the party at the Zoom link below and let's talk about all things short-form video related.<br><br><i>Join Google Meets: </i><a href=""http://meet.google.com/kby-cffh-ykf""><b>meet.google.com/kby-cffh-ykf</b></a><br>__<span>___________________________</span><span>___________________________</span><br><b><i>AGENDA:</i></b><br><ul><li><i>:30 minutes</i> | All Things SFV: observations, Q&amp;A, brainstorming, etc..<ul><li>An open floor for anybody to ask questions, brainstorm with the group, share wins, and state any observations that are happening on the platform. </li></ul></li><li><i>:30 minutes</i> | <i>Formats</i><ul><li>Pull out your phones and get ready to share the FORMATS that you have been seeing on the platform. </li></ul></li></ul><br><b><i>MATERIALS:</i></b><br><ul><li><a href=""https://docs.google.com/document/d/1Jz4UbTVaiSpoScrBovwtr0SCif0YB9Ffhy6yyGrdwWs/edit?pli=1"">TikTok Trends doc</a></li><li><a href=""https://drive.google.com/drive/folders/1rHh9kahxtPhFXCs8Xy1DxGv9ocEal6Ra?usp=share_link"">Archive of past office hours recordings</a></li><li><a href=""https://drive.google.com/drive/folders/1lI7K_pWUWOyaICI4L_U59q20kQB2c_mr?usp=share_link"">TikTok Drive</a></li></ul><br>If there are any questions/topics that were not discussed during office hours, submit a ticket to Partnerships [<a href=""https://docs.google.com/forms/d/e/1FAIpQLSfWUhFZgXBzSk-X5ZvQhlfDXVZK07RBukK6xifFaqqMwEFodQ/viewform"">here</a>] and we'll get back to you (:<br><br>See you soon! Love,<br>Partnerships"
[Short-Form Video] Office Hours,2023-08-30 12:00:00-04:00,2023-08-30 12:55:00-04:00,"Hi All,<br><br>You are all invited to attend <i>Short Form Video (SFV) Office Hours</i>! This is a safe space for everyone and anyone to share any observations that they've noticed on the platforms, ask questions, and even brainstorm - so come join the party at the Zoom link below and let's talk about all things short-form video related.<br><br><i>Join Google Meets: </i><a href=""http://meet.google.com/kby-cffh-ykf""><b>meet.google.com/kby-cffh-ykf</b></a><br>__<span>___________________________</span><span>___________________________</span><br><b><i>AGENDA:</i></b><br><ul><li><i>:30 minutes</i> | All Things SFV: observations, Q&amp;A, brainstorming, etc..<ul><li>An open floor for anybody to ask questions, brainstorm with the group, share wins, and state any observations that are happening on the platform. </li></ul></li><li><i>:30 minutes</i> | <i>Formats</i><ul><li>Pull out your phones and get ready to share the FORMATS that you have been seeing on the platform. </li></ul></li></ul><br><b><i>MATERIALS:</i></b><br><ul><li><a href=""https://docs.google.com/document/d/1Jz4UbTVaiSpoScrBovwtr0SCif0YB9Ffhy6yyGrdwWs/edit?pli=1"">TikTok Trends doc</a></li><li><a href=""https://drive.google.com/drive/folders/1rHh9kahxtPhFXCs8Xy1DxGv9ocEal6Ra?usp=share_link"">Archive of past office hours recordings</a></li><li><a href=""https://drive.google.com/drive/folders/1lI7K_pWUWOyaICI4L_U59q20kQB2c_mr?usp=share_link"">TikTok Drive</a></li></ul><br>If there are any questions/topics that were not discussed during office hours, submit a ticket to Partnerships [<a href=""https://docs.google.com/forms/d/e/1FAIpQLSfWUhFZgXBzSk-X5ZvQhlfDXVZK07RBukK6xifFaqqMwEFodQ/viewform"">here</a>] and we'll get back to you (:<br><br>See you soon! Love,<br>Partnerships"
[Short-Form Video] Office Hours,2023-09-07 14:00:00-04:00,2023-09-07 14:55:00-04:00,"Hi All,<br><br>You are all invited to attend <i>Short Form Video (SFV) Office Hours</i>! This is a safe space for everyone and anyone to share any observations that they've noticed on the platforms, ask questions, and even brainstorm - so come join the party at the Zoom link below and let's talk about all things short-form video related.<br><br><i>Join Google Meets: </i><a href=""http://meet.google.com/kby-cffh-ykf""><b>meet.google.com/kby-cffh-ykf</b></a><br>__<span>___________________________</span><span>___________________________</span><br><b><i>AGENDA:</i></b><br><ul><li><i>:30 minutes</i> | All Things SFV: observations, Q&amp;A, brainstorming, etc..<ul><li>An open floor for anybody to ask questions, brainstorm with the group, share wins, and state any observations that are happening on the platform. </li></ul></li><li><i>:30 minutes</i> | <i>Formats</i><ul><li>Pull out your phones and get ready to share the FORMATS that you have been seeing on the platform. </li></ul></li></ul><br><b><i>MATERIALS:</i></b><br><ul><li><a href=""https://docs.google.com/document/d/1Jz4UbTVaiSpoScrBovwtr0SCif0YB9Ffhy6yyGrdwWs/edit?pli=1"">TikTok Trends doc</a></li><li><a href=""https://drive.google.com/drive/folders/1rHh9kahxtPhFXCs8Xy1DxGv9ocEal6Ra?usp=share_link"">Archive of past office hours recordings</a></li><li><a href=""https://drive.google.com/drive/folders/1lI7K_pWUWOyaICI4L_U59q20kQB2c_mr?usp=share_link"">TikTok Drive</a></li></ul><br>If there are any questions/topics that were not discussed during office hours, submit a ticket to Partnerships [<a href=""https://docs.google.com/forms/d/e/1FAIpQLSfWUhFZgXBzSk-X5ZvQhlfDXVZK07RBukK6xifFaqqMwEFodQ/viewform"">here</a>] and we'll get back to you (:<br><br>See you soon! Love,<br>Partnerships"
[Short-Form Video] Office Hours,2023-09-13 12:00:00-04:00,2023-09-13 12:55:00-04:00,"Hi All,<br><br>You are all invited to attend <i>Short Form Video (SFV) Office Hours</i>! This is a safe space for everyone and anyone to share any observations that they've noticed on the platforms, ask questions, and even brainstorm - so come join the party at the Zoom link below and let's talk about all things short-form video related.<br><br><i>Join Google Meets: </i><a href=""http://meet.google.com/kby-cffh-ykf""><b>meet.google.com/kby-cffh-ykf</b></a><br>__<span>___________________________</span><span>___________________________</span><br><b><i>AGENDA:</i></b><br><ul><li><i>:30 minutes</i> | All Things SFV: observations, Q&amp;A, brainstorming, etc..<ul><li>An open floor for anybody to ask questions, brainstorm with the group, share wins, and state any observations that are happening on the platform. </li></ul></li><li><i>:30 minutes</i> | <i>Formats</i><ul><li>Pull out your phones and get ready to share the FORMATS that you have been seeing on the platform. </li></ul></li></ul><br><b><i>MATERIALS:</i></b><br><ul><li><a href=""https://docs.google.com/document/d/1Jz4UbTVaiSpoScrBovwtr0SCif0YB9Ffhy6yyGrdwWs/edit?pli=1"">TikTok Trends doc</a></li><li><a href=""https://drive.google.com/drive/folders/1rHh9kahxtPhFXCs8Xy1DxGv9ocEal6Ra?usp=share_link"">Archive of past office hours recordings</a></li><li><a href=""https://drive.google.com/drive/folders/1lI7K_pWUWOyaICI4L_U59q20kQB2c_mr?usp=share_link"">TikTok Drive</a></li></ul><br>If there are any questions/topics that were not discussed during office hours, submit a ticket to Partnerships [<a href=""https://docs.google.com/forms/d/e/1FAIpQLSfWUhFZgXBzSk-X5ZvQhlfDXVZK07RBukK6xifFaqqMwEFodQ/viewform"">here</a>] and we'll get back to you (:<br><br>See you soon! Love,<br>Partnerships"
[Short-Form Video] Office Hours,2023-09-20 12:00:00-04:00,2023-09-20 12:55:00-04:00,"Hi All,<br><br>You are all invited to attend <i>Short Form Video (SFV) Office Hours</i>! This is a safe space for everyone and anyone to share any observations that they've noticed on the platforms, ask questions, and even brainstorm - so come join the party at the Zoom link below and let's talk about all things short-form video related.<br><br><i>Join Google Meets: </i><a href=""http://meet.google.com/kby-cffh-ykf""><b>meet.google.com/kby-cffh-ykf</b></a><br>__<span>___________________________</span><span>___________________________</span><br><b><i>AGENDA:</i></b><br><ul><li><i>:30 minutes</i> | All Things SFV: observations, Q&amp;A, brainstorming, etc..<ul><li>An open floor for anybody to ask questions, brainstorm with the group, share wins, and state any observations that are happening on the platform. </li></ul></li><li><i>:30 minutes</i> | <i>Formats</i><ul><li>Pull out your phones and get ready to share the FORMATS that you have been seeing on the platform. </li></ul></li></ul><br><b><i>MATERIALS:</i></b><br><ul><li><a href=""https://docs.google.com/document/d/1Jz4UbTVaiSpoScrBovwtr0SCif0YB9Ffhy6yyGrdwWs/edit?pli=1"">TikTok Trends doc</a></li><li><a href=""https://drive.google.com/drive/folders/1rHh9kahxtPhFXCs8Xy1DxGv9ocEal6Ra?usp=share_link"">Archive of past office hours recordings</a></li><li><a href=""https://drive.google.com/drive/folders/1lI7K_pWUWOyaICI4L_U59q20kQB2c_mr?usp=share_link"">TikTok Drive</a></li></ul><br>If there are any questions/topics that were not discussed during office hours, submit a ticket to Partnerships [<a href=""https://docs.google.com/forms/d/e/1FAIpQLSfWUhFZgXBzSk-X5ZvQhlfDXVZK07RBukK6xifFaqqMwEFodQ/viewform"">here</a>] and we'll get back to you (:<br><br>See you soon! Love,<br>Partnerships"
